invasive,woody_species_percentage,water_sources,seed_type,years_since_prescribed_burn,result,$id,$createdAt,$updatedAt,$permissions,$databaseId,$collectionId
"['KR', 'JG']",33.2,lake,"['native_grass', 'wildflower']",1,Fall,6726a833daf198e44498,2024-11-02T22:31:15.897+00:00,2024-11-02T22:31:15.897+00:00,[],67267ef2000ed7e975ea,67267efe000276d5ca45
['JG'],39.6,spring,['wildflower'],22,Spring,6726a834297148db59d2,2024-11-02T22:31:16.173+00:00,2024-11-02T22:31:16.173+00:00,[],67267ef2000ed7e975ea,67267efe000276d5ca45
"['KR', 'P']",8.5,lake,['wildflower'],13,Spring,6726a834721d3a6a3200,2024-11-02T22:31:16.473+00:00,2024-11-02T22:31:16.473+00:00,[],67267ef2000ed7e975ea,67267efe000276d5ca45
['P'],23,spring,"['wildflower', 'native_grass']",14,Fall,6726a834b4ad3b7a24f0,2024-11-02T22:31:16.744+00:00,2024-11-02T22:31:16.744+00:00,[],67267ef2000ed7e975ea,67267efe000276d5ca45
"['JG', 'P']",35.2,river,"['wildflower', 'native_grass']",13,Fall,6726a835378f28ee6c79,2024-11-02T22:31:17.228+00:00,2024-11-02T22:31:17.228+00:00,[],67267ef2000ed7e975ea,67267efe000276d5ca45
"['JG', 'P']",24.4,river,"['wildflower', 'native_grass']",18,Fall,6726a835af68956a8c0d,2024-11-02T22:31:17.719+00:00,2024-11-02T22:31:17.719+00:00,[],67267ef2000ed7e975ea,67267efe000276d5ca45
"['KR', 'P']",10.4,river,"['wildflower', 'native_grass']",14,Fall,6726a835eab2ce46e06b,2024-11-02T22:31:17.961+00:00,2024-11-02T22:31:17.961+00:00,[],67267ef2000ed7e975ea,67267efe000276d5ca45
['P'],35.8,none,['wildflower'],1,Spring,6726a8362fd4a35fbd29,2024-11-02T22:31:18.196+00:00,2024-11-02T22:31:18.196+00:00,[],67267ef2000ed7e975ea,67267efe000276d5ca45
"['KR', 'JG']",9.5,spring,['wildflower'],9,Spring,6726a8366757eed35c76,2024-11-02T22:31:18.424+00:00,2024-11-02T22:31:18.424+00:00,[],67267ef2000ed7e975ea,67267efe000276d5ca45
"['JG', 'P']",6.4,spring,['wildflower'],25,Fall,6726a8369c0814147a59,2024-11-02T22:31:18.640+00:00,2024-11-02T22:31:18.640+00:00,[],67267ef2000ed7e975ea,67267efe000276d5ca45
"['JG', 'P']",29.7,spring,"['native_grass', 'wildflower']",11,Fall,6726a836d41f8abfc91b,2024-11-02T22:31:18.869+00:00,2024-11-02T22:31:18.869+00:00,[],67267ef2000ed7e975ea,67267efe000276d5ca45
['KR'],14.1,none,['wildflower'],22,Fall,6726a83717d3c204f106,2024-11-02T22:31:19.098+00:00,2024-11-02T22:31:19.098+00:00,[],67267ef2000ed7e975ea,67267efe000276d5ca45
['KR'],43.1,lake,['native_grass'],9,Fall,6726a8375a57a4c18ec7,2024-11-02T22:31:19.370+00:00,2024-11-02T22:31:19.370+00:00,[],67267ef2000ed7e975ea,67267efe000276d5ca45
['JG'],16,spring,['wildflower'],3,Fall,6726a83790d984feb7e8,2024-11-02T22:31:19.594+00:00,2024-11-02T22:31:19.594+00:00,[],67267ef2000ed7e975ea,67267efe000276d5ca45
"['KR', 'P']",8.3,spring,"['native_grass', 'wildflower']",13,Spring,6726a837c7ce846bf799,2024-11-02T22:31:19.819+00:00,2024-11-02T22:31:19.819+00:00,[],67267ef2000ed7e975ea,67267efe000276d5ca45
['JG'],31.7,lake,"['wildflower', 'native_grass']",7,Spring,6726a8380f12a6222f40,2024-11-02T22:31:20.062+00:00,2024-11-02T22:31:20.062+00:00,[],67267ef2000ed7e975ea,67267efe000276d5ca45
['KR'],44.6,lake,"['native_grass', 'wildflower']",19,Spring,6726a83847f62b0e3502,2024-11-02T22:31:20.295+00:00,2024-11-02T22:31:20.295+00:00,[],67267ef2000ed7e975ea,67267efe000276d5ca45
['KR'],32.9,river,['wildflower'],4,Fall,6726a8387e98de69d7d6,2024-11-02T22:31:20.519+00:00,2024-11-02T22:31:20.519+00:00,[],67267ef2000ed7e975ea,67267efe000276d5ca45
"['JG', 'P']",20.7,spring,"['wildflower', 'native_grass']",16,Fall,6726a838bbcb5a3c3937,2024-11-02T22:31:20.770+00:00,2024-11-02T22:31:20.770+00:00,[],67267ef2000ed7e975ea,67267efe000276d5ca45
"['JG', 'P']",5.8,spring,"['native_grass', 'wildflower']",2,Fall,6726a838f0f417e45ae6,2024-11-02T22:31:20.987+00:00,2024-11-02T22:31:20.987+00:00,[],67267ef2000ed7e975ea,67267efe000276d5ca45
['JG'],32.6,none,"['wildflower', 'native_grass']",8,Fall,6726a8393244c6e9e470,2024-11-02T22:31:21.206+00:00,2024-11-02T22:31:21.206+00:00,[],67267ef2000ed7e975ea,67267efe000276d5ca45
['JG'],20.1,river,['wildflower'],20,Fall,6726a8396b67609abe4c,2024-11-02T22:31:21.440+00:00,2024-11-02T22:31:21.440+00:00,[],67267ef2000ed7e975ea,67267efe000276d5ca45
"['KR', 'JG']",27.9,spring,"['wildflower', 'native_grass']",16,Spring,6726a839de0103adf693,2024-11-02T22:31:21.909+00:00,2024-11-02T22:31:21.909+00:00,[],67267ef2000ed7e975ea,67267efe000276d5ca45
['KR'],17.5,none,"['native_grass', 'wildflower']",0,Fall,6726a83a22863bc244b9,2024-11-02T22:31:22.142+00:00,2024-11-02T22:31:22.142+00:00,[],67267ef2000ed7e975ea,67267efe000276d5ca45
"['KR', 'P']",11.5,lake,"['native_grass', 'wildflower']",2,Fall,6726a83a5c57e5877090,2024-11-02T22:31:22.378+00:00,2024-11-02T22:31:22.378+00:00,[],67267ef2000ed7e975ea,67267efe000276d5ca45
